北京爱数智慧语音采集我们聊的第一个话题是娱乐  (G0004_S0001_0_SPK001-26.048-31.870.wav)
嗯  (G0012_S0002_0_SPK004-1316.556-1317.040.wav)
对  (G0012_S0002_0_SPK004-1317.440-1317.940.wav)
嗯  (G0012_S0002_0_SPK004-1320.615-1321.061.wav)
你会养歌子吗 do you keep pigs like your pet  (G0012_S0002_0_SPK004-1321.370-1325.560.wav)
嗯  (G0012_S0002_0_SPK004-1331.480-1332.070.wav)
哦你邻居  (G0012_S0002_0_SPK004-1333.730-1335.245.wav)
会养一群歌子哈  (G0012_S0002_0_SPK004-1335.650-1337.020.wav)
嗯  (G0012_S0002_0_SPK004-1341.170-1341.700.wav)
嗯  (G0012_S0002_0_SPK004-1344.650-1345.330.wav)
哦 yes  (G0012_S0002_0_SPK004-1346.657-1347.550.wav)
嗯  (G0012_S0002_0_SPK004-1350.710-1351.390.wav)
也  (G0012_S0002_0_SPK004-1366.370-1367.050.wav)
对他们飞起来的那个  (G0012_S0002_0_SPK004-1367.690-1369.090.wav)
景观非常好看  (G0012_S0002_0_SPK004-1369.466-1370.620.wav)
然后你刚刚说的是就是尾巴上放上那个  (G0012_S0002_0_SPK004-1371.230-1374.760.wav)
格少  (G0012_S0002_0_SPK004-1375.730-1376.470.wav)
啊然后他们会有发出声音是吗  (G0012_S0002_0_SPK004-1377.560-1379.980.wav)
啊  (G0012_S0002_0_SPK004-1381.400-1382.050.wav)
非常美妙的声音 beautiful sound  (G0012_S0002_0_SPK004-1382.870-1384.810.wav)
哦  (G0012_S0002_0_SPK004-1387.550-1388.260.wav)
 make there make make them fly fast  (G0012_S0002_0_SPK004-1388.480-1391.995.wav)
 faster  (G0012_S0002_0_SPK004-1392.290-1393.030.wav)
 yes  (G0012_S0002_0_SPK004-1393.730-1394.260.wav)
 and the sound呃 it's so beautiful  (G0012_S0002_0_SPK004-1394.510-1398.520.wav)
 yes yes  (G0012_S0002_0_SPK004-1402.067-1403.476.wav)
哥子  (G0012_S0002_0_SPK004-1403.720-1404.370.wav)
 i love鸽子  (G0012_S0002_0_SPK004-1404.710-1405.780.wav)
 but you know壳子 is not a good word in  (G0012_S0002_0_SPK004-1406.930-1411.235.wav)
呃 modern chinese  (G0012_S0002_0_SPK004-1411.610-1413.883.wav)
嗯就是在现代汉语里面歌子好像不是一个很好的词汇  (G0012_S0002_0_SPK004-1414.130-1418.103.wav)
是  (G0012_S0002_0_SPK004-1418.420-1418.934.wav)
呃因为 good means you are late  (G0012_S0002_0_SPK004-1419.560-1421.920.wav)
他的  (G0012_S0002_0_SPK004-1422.770-1423.420.wav)
啊 miss次又迟到了你放鸽子  (G0012_S0002_0_SPK004-1424.720-1427.410.wav)
呃 means you  (G0012_S0002_0_SPK004-1428.680-1429.892.wav)
呃水  (G0012_S0002_0_SPK004-1430.150-1430.963.wav)
 yes  (G0012_S0002_0_SPK004-1431.590-1432.027.wav)
嗯 i i don't know why it it it comet like this  (G0012_S0002_0_SPK004-1432.700-1436.663.wav)
我不知道为什么鸽子会成为呃迟到会成为不守时的代代名词  (G0012_S0002_0_SPK004-1436.870-1442.560.wav)
会成为不守信用的代名词 i don't know  (G0012_S0002_0_SPK004-1444.130-1446.670.wav)
嗯  (G0012_S0002_0_SPK004-1451.480-1451.869.wav)
嗯  (G0012_S0002_0_SPK004-1453.430-1454.080.wav)
嗯  (G0012_S0002_0_SPK004-1455.590-1456.035.wav)
嗯  (G0012_S0002_0_SPK004-1459.850-1460.410.wav)
 join those rises  (G0012_S0002_0_SPK004-1462.940-1464.542.wav)
  (G0012_S0002_0_SPK004-1465.040-1465.870.wav)
割赛  (G0012_S0002_0_SPK004-1467.230-1467.793.wav)
嗯  (G0012_S0002_0_SPK004-1472.570-1473.070.wav)
嗯  (G0012_S0002_0_SPK004-1473.590-1473.988.wav)
嗯产品写产品  (G0012_S0002_0_SPK004-1475.840-1477.639.wav)
也  (G0012_S0002_0_SPK004-1477.970-1478.800.wav)
嗯  (G0012_S0002_0_SPK004-1479.230-1479.880.wav)
 yes but its interesting  (G0012_S0002_0_SPK004-1481.480-1483.690.wav)
 sounds interesting but you know some like like like girl  (G0012_S0002_0_SPK004-1483.940-1488.432.wav)
 somes you know also very tiy  (G0012_S0002_0_SPK004-1489.004-1491.976.wav)
好 cre  (G0012_S0002_0_SPK004-1493.360-1494.460.wav)
对对对对哥子来说确实很残忍啊  (G0012_S0002_0_SPK004-1496.390-1498.840.wav)
嗯  (G0012_S0002_0_SPK004-1500.380-1500.910.wav)
嗯  (G0012_S0002_0_SPK004-1501.550-1502.140.wav)
 yes house withes  (G0012_S0002_0_SPK004-1502.630-1504.210.wav)
也是  (G0012_S0002_0_SPK004-1504.820-1505.380.wav)
就像以前的赛马比赛呃然后  (G0012_S0002_0_SPK004-1506.026-1508.800.wav)
那些马药每天去练他们非常的累  (G0012_S0002_0_SPK004-1509.170-1511.890.wav)
然后马会受伤什么的我用到 but house威s呃赛马呃 it's goodever  (G0012_S0002_0_SPK004-1513.460-1520.159.wav)
呃  (G0012_S0002_0_SPK004-1520.468-1521.220.wav)
 it's  (G0012_S0002_0_SPK004-1521.470-1522.090.wav)
 looks so  (G0012_S0002_0_SPK004-1522.670-1523.614.wav)
嗯 competition就是很有竞争激烈竞争很激烈  (G0012_S0002_0_SPK004-1524.020-1527.580.wav)
 and那非常有关赏性的一个呃 rises  (G0012_S0002_0_SPK004-1527.890-1530.914.wav)
一个比赛  (G0012_S0002_0_SPK004-1531.280-1531.946.wav)
嗯  (G0012_S0002_0_SPK004-1534.070-1534.600.wav)
 yes  (G0012_S0002_0_SPK004-1536.290-1536.910.wav)
嗯  (G0012_S0002_0_SPK004-1538.729-1539.175.wav)
嗯  (G0012_S0002_0_SPK004-1542.800-1543.300.wav)
 yes too many ris in the past times来 in the ancient times可能古代的时候会有很多这样的比赛  (G0012_S0002_0_SPK004-1544.030-1550.396.wav)
嗯  (G0012_S0002_0_SPK004-1552.940-1553.287.wav)
 chicken chicken risist  (G0012_S0002_0_SPK004-1556.630-1558.365.wav)
斗机  (G0012_S0002_0_SPK004-1559.240-1559.950.wav)
对  (G0012_S0002_0_SPK004-1561.520-1562.020.wav)
的狗  (G0012_S0002_0_SPK004-1562.330-1562.980.wav)
对  (G0012_S0002_0_SPK004-1564.700-1565.200.wav)
嗯  (G0012_S0002_0_SPK004-1568.720-1569.280.wav)
嗯 i friend to our people  (G0012_S0002_0_SPK004-1572.470-1574.470.wav)
 yes very财ian  (G0012_S0002_0_SPK004-1579.580-1581.190.wav)
 ye some some animals dead in those rises有些动物在这样的比赛中可能会失去生命哈  (G0012_S0002_0_SPK004-1584.320-1591.575.wav)
对  (G0012_S0002_0_SPK004-1593.577-1594.000.wav)
嗯  (G0012_S0002_0_SPK004-1596.290-1596.880.wav)
嗯 we have to be good to them  (G0012_S0002_0_SPK004-1599.311-1601.984.wav)
呃但是现在好像你会很少看到这种动物的比赛了哈  (G0012_S0002_0_SPK004-1602.830-1607.290.wav)
呃 now we will nearly see no reasons between animals  (G0012_S0002_0_SPK004-1607.600-1612.488.wav)
嗯  (G0012_S0002_0_SPK004-1613.600-1614.160.wav)
 yes  (G0012_S0002_0_SPK004-1614.380-1615.030.wav)
 yes it's ill  (G0012_S0002_0_SPK004-1617.020-1618.270.wav)
对  (G0012_S0002_0_SPK004-1619.430-1619.954.wav)
诶 yes is notow by our long  (G0012_S0002_0_SPK004-1622.030-1624.720.wav)
嗯我认为这是一大进步哈因为我们嗯  (G0012_S0002_0_SPK004-1625.540-1628.950.wav)
确实呃需要一些新的娱乐方式  (G0012_S0002_0_SPK004-1629.230-1632.820.wav)
这些娱乐方式确实很残忍听到 so so so crowd  (G0012_S0002_0_SPK004-1633.100-1637.574.wav)
太残忍了  (G0012_S0002_0_SPK004-1638.170-1639.000.wav)
对  (G0012_S0002_0_SPK004-1640.900-1641.400.wav)
嗯  (G0012_S0002_0_SPK004-1642.130-1642.720.wav)
嗯  (G0012_S0002_0_SPK004-1644.140-1644.760.wav)
嗯  (G0012_S0002_0_SPK004-1646.870-1647.430.wav)
嗯  (G0012_S0002_0_SPK004-1648.070-1648.690.wav)
 there are stranger animals对  (G0012_S0002_0_SPK004-1651.340-1653.610.wav)
 like you know  (G0012_S0002_0_SPK004-1656.710-1657.690.wav)
呃也  (G0012_S0002_0_SPK004-1660.682-1661.631.wav)
 members members  (G0012_S0002_0_SPK004-1661.967-1663.247.wav)
蒙马  (G0012_S0002_0_SPK004-1663.640-1664.350.wav)
 yes  (G0012_S0002_0_SPK004-1664.750-1665.550.wav)
对  (G0012_S0002_0_SPK004-1667.720-1668.340.wav)
 true members  (G0012_S0002_0_SPK004-1671.710-1673.470.wav)
也不用 members  (G0012_S0002_0_SPK004-1674.410-1675.540.wav)
也  (G0012_S0002_0_SPK004-1676.870-1677.520.wav)
朗朗狗 you know like  (G0012_S0002_0_SPK004-1679.360-1681.360.wav)
呃来个化石  (G0012_S0002_0_SPK004-1682.000-1683.670.wav)
啊  (G0012_S0002_0_SPK004-1684.580-1685.110.wav)
 yes like for you  (G0012_S0002_0_SPK004-1685.330-1686.850.wav)
 the members for you  (G0012_S0002_0_SPK004-1687.190-1688.470.wav)
嗯猛马的化石  (G0012_S0002_0_SPK004-1689.230-1690.660.wav)
 in in those博物馆 in those library  (G0012_S0002_0_SPK004-1690.940-1693.510.wav)
 museum in know many those for ses那些化学那些古老动物的化学  (G0012_S0002_0_SPK004-1694.780-1700.123.wav)
呃其实谈到这种 strange animals我特别感兴趣的是那个 dragon  (G0012_S0002_0_SPK004-1700.810-1705.930.wav)
龙  (G0012_S0002_0_SPK004-1706.750-1707.430.wav)
对  (G0012_S0002_0_SPK004-1708.700-1709.320.wav)
对  (G0012_S0002_0_SPK004-1709.780-1710.280.wav)
嗯  (G0012_S0002_0_SPK004-1715.030-1715.680.wav)
对对对 they exist in those呃神话故事  (G0012_S0002_0_SPK004-1716.290-1720.447.wav)
嗯 there those miss stories  (G0012_S0002_0_SPK004-1721.030-1723.660.wav)
嗯  (G0012_S0002_0_SPK004-1724.000-1724.770.wav)
 yes but  (G0012_S0002_0_SPK004-1725.603-1727.140.wav)
嗯 but you know dragon嗯  (G0012_S0002_0_SPK004-1727.390-1730.335.wav)
很多人认为它是一一个真实的动物  (G0012_S0002_0_SPK004-1730.749-1733.800.wav)
呃就包括中国的十二生肖你说 many people thinks it' well it's  (G0012_S0002_0_SPK004-1734.170-1739.149.wav)
它是真正存在的  (G0012_S0002_0_SPK004-1739.381-1741.120.wav)
 in exist它是真正存在的一一种动物  (G0012_S0002_0_SPK004-1741.970-1745.271.wav)
嗯  (G0012_S0002_0_SPK004-1745.690-1746.400.wav)
 like dragon  (G0012_S0002_0_SPK004-1747.580-1748.315.wav)
嗯  (G0012_S0002_0_SPK004-1750.460-1751.080.wav)
嗯  (G0012_S0002_0_SPK004-1752.170-1752.760.wav)
嗯  (G0012_S0002_0_SPK004-1755.590-1756.150.wav)
 big snake哈  (G0012_S0002_0_SPK004-1759.918-1760.920.wav)
啊 baby snake  (G0012_S0002_0_SPK004-1761.950-1763.470.wav)
 yes  (G0012_S0002_0_SPK004-1763.930-1764.712.wav)
嗯  (G0012_S0002_0_SPK004-1768.370-1768.797.wav)
嗯  (G0012_S0002_0_SPK004-1770.710-1771.210.wav)
嗯  (G0012_S0002_0_SPK004-1772.510-1773.130.wav)
 ok ok呃他们有可能是也有可能也有一种可能他们是不是古代的时候曾经是恐龙进化出来的后代  (G0012_S0002_0_SPK004-1773.470-1781.481.wav)
运动 dinos  (G0012_S0002_0_SPK004-1781.630-1782.670.wav)
嗯  (G0012_S0002_0_SPK004-1783.070-1783.660.wav)
呃 there maybe jim me maybe haed from dinos  (G0012_S0002_0_SPK004-1784.360-1789.030.wav)
呃像易龙呃霸王龙 may be dian运动  (G0012_S0002_0_SPK004-1789.730-1793.552.wav)
嗯  (G0012_S0002_0_SPK004-1793.840-1794.460.wav)
呃 in chinese you know the dragon  (G0012_S0002_0_SPK004-1794.890-1796.950.wav)
呃 pronoc seem as dinoca  (G0012_S0002_0_SPK004-1797.170-1800.491.wav)
就是在中文里面龙跟那个恐龙其实发音是一样的哈都是龙  (G0012_S0002_0_SPK004-1800.491-1805.330.wav)
 yet  (G0012_S0002_0_SPK004-1810.310-1810.960.wav)
嗯  (G0012_S0002_0_SPK004-1812.590-1813.150.wav)
 is it yes is not a long history  (G0012_S0002_0_SPK004-1815.290-1817.590.wav)
嗯  (G0012_S0002_0_SPK004-1822.100-1822.720.wav)
哦  (G0012_S0002_0_SPK004-1823.450-1824.340.wav)
嗯  (G0012_S0002_0_SPK004-1825.670-1826.380.wav)
嗯  (G0012_S0002_0_SPK004-1827.120-1827.644.wav)
 of yes七年 dragon fothes皮修 years  (G0012_S0002_0_SPK004-1831.130-1835.650.wav)
 it's also me  (G0012_S0002_0_SPK004-1837.520-1838.521.wav)
 animals  (G0012_S0002_0_SPK004-1839.260-1840.000.wav)
对  (G0012_S0002_0_SPK004-1840.700-1841.230.wav)
对对对是一种有有有有  (G0012_S0002_0_SPK004-1843.220-1845.850.wav)
呃是一种吉祥的代表吉祥的动物  (G0012_S0002_0_SPK004-1846.220-1849.180.wav)
对 foxes  (G0012_S0002_0_SPK004-1850.180-1851.310.wav)
 yes i love i love fox  (G0012_S0002_0_SPK004-1852.190-1854.100.wav)
 my love fos fx is soute  (G0012_S0002_0_SPK004-1855.850-1858.030.wav)
 and so smart  (G0012_S0002_0_SPK004-1858.940-1860.160.wav)
 so clever特别聪明  (G0012_S0002_0_SPK004-1860.920-1863.040.wav)
然后非常的零巧  (G0012_S0002_0_SPK004-1864.520-1865.980.wav)
嗯  (G0012_S0002_0_SPK004-1868.510-1868.992.wav)
 yes  (G0012_S0002_0_SPK004-1869.950-1870.630.wav)
 and  (G0012_S0002_0_SPK004-1871.810-1872.460.wav)
嗯  (G0012_S0002_0_SPK004-1873.040-1873.600.wav)
嗯  (G0012_S0002_0_SPK004-1878.080-1878.640.wav)
呃 what what can what can i anymore  (G0012_S0002_0_SPK004-1879.370-1882.060.wav)
 d u  (G0012_S0002_0_SPK004-1882.400-1883.038.wav)
弧权  (G0012_S0002_0_SPK004-1889.270-1890.100.wav)
哦 i no i know  (G0012_S0002_0_SPK004-1890.350-1891.600.wav)
 it's like a fi dog  (G0012_S0002_0_SPK004-1891.940-1893.652.wav)
 looks like fors also looks like a dog  (G0012_S0002_0_SPK004-1895.270-1897.900.wav)
啊  (G0012_S0002_0_SPK004-1902.740-1903.330.wav)
呃 long leg they have  (G0012_S0002_0_SPK004-1904.150-1906.190.wav)
 right  (G0012_S0002_0_SPK004-1907.990-1908.730.wav)
 so呃我们这边儿可以结束吗 can we  (G0012_S0002_0_SPK004-1909.790-1913.110.wav)
 finish it  (G0012_S0002_0_SPK004-1914.470-1915.360.wav)
 ok  (G0012_S0002_0_SPK004-1915.790-1916.440.wav)
 ok ok  (G0012_S0002_0_SPK004-1917.680-1918.450.wav)
 ok ok  (G0012_S0002_0_SPK004-1919.487-1920.190.wav)
 c有 c有  (G0012_S0002_0_SPK004-1920.410-1921.270.wav)
北京爱数智慧语音采集  (G0012_S0002_0_SPK009-10.970-14.110.wav)
与旅游的  (G0012_S0002_0_SPK009-16.610-18.190.wav)
我今天 today我看了一个非常好的 place  (G0012_S0002_0_SPK009-26.660-29.963.wav)
在  (G0012_S0002_0_SPK009-30.800-31.570.wav)
它是有个  (G0012_S0002_0_SPK009-32.030-33.700.wav)
还是有非常多的 flower  (G0012_S0002_0_SPK009-34.160-36.333.wav)
三娇妹它那发味特别多  (G0012_S0002_0_SPK009-39.320-42.040.wav)
也他就在成都  (G0012_S0002_0_SPK009-46.190-47.950.wav)
 ok  (G0012_S0002_0_SPK009-56.777-57.370.wav)
然后还有最近比较  (G0012_S0002_0_SPK009-57.710-60.521.wav)
这边 hot的 place就是  (G0012_S0002_0_SPK009-61.365-63.910.wav)
丽江香隔李啦哎我觉得那在香港来一次 very贵的  (G0012_S0002_0_SPK009-64.730-69.610.wav)
现在吗  (G0012_S0002_0_SPK009-77.447-78.134.wav)
我就非常 nice了然后我们还可以去  (G0012_S0002_0_SPK009-80.660-83.020.wav)
玉龙  (G0012_S0002_0_SPK009-83.521-84.714.wav)
 mountains  (G0012_S0002_0_SPK009-85.280-86.200.wav)
对  (G0012_S0002_0_SPK009-86.840-87.365.wav)
对是 no one腾  (G0012_S0002_0_SPK009-89.990-91.254.wav)
还可以去看儿海  (G0012_S0002_0_SPK009-91.737-93.790.wav)
就是就是在那个  (G0012_S0002_0_SPK009-97.730-99.850.wav)
这一一起啊就在  (G0012_S0002_0_SPK009-100.190-101.440.wav)
千军  (G0012_S0002_0_SPK009-101.724-102.339.wav)
然后再去舆轮 mountain  (G0012_S0002_0_SPK009-103.485-104.980.wav)
然后就是顺路的  (G0012_S0002_0_SPK009-105.560-107.032.wav)
可以像 nice  (G0012_S0002_0_SPK009-111.006-111.850.wav)
而且他  (G0012_S0002_0_SPK009-121.820-122.620.wav)
对啊而且他一边的  (G0012_S0002_0_SPK009-124.400-126.733.wav)
温度非常的  (G0012_S0002_0_SPK009-127.310-128.782.wav)
 soft  (G0012_S0002_0_SPK009-131.122-131.920.wav)
不然的舒服  (G0012_S0002_0_SPK009-133.430-134.500.wav)
 comfortable  (G0012_S0002_0_SPK009-136.611-137.500.wav)
对然后最近就旅游的热门  (G0012_S0002_0_SPK009-143.120-146.305.wav)
就是  (G0012_S0002_0_SPK009-147.470-148.390.wav)
香各里啦这些 place  (G0012_S0002_0_SPK009-149.120-151.660.wav)
对还有  (G0012_S0002_0_SPK009-157.520-158.560.wav)
 i want to  (G0012_S0002_0_SPK009-163.130-164.230.wav)
云南  (G0012_S0002_0_SPK009-164.990-166.000.wav)
还有重庆 this face是  (G0012_S0002_0_SPK009-168.860-171.447.wav)
 very many people  (G0012_S0002_0_SPK009-172.430-174.220.wav)
 go  (G0012_S0002_0_SPK009-174.796-175.210.wav)
对 many people  (G0012_S0002_0_SPK009-184.550-185.840.wav)
男怎么说非地形非常的  (G0012_S0002_0_SPK009-194.668-197.350.wav)
哈尔啊  (G0012_S0002_0_SPK009-198.950-199.750.wav)
找到一个 red place is very hard  (G0012_S0002_0_SPK009-200.660-203.320.wav)
对也不好  (G0012_S0002_0_SPK009-210.410-211.450.wav)
 call开车  (G0012_S0002_0_SPK009-211.940-213.959.wav)
因为有可能他在你的当  (G0012_S0002_0_SPK009-216.140-218.285.wav)
 up stairs  (G0012_S0002_0_SPK009-218.909-220.073.wav)
你看他的当  (G0012_S0002_0_SPK009-220.430-221.224.wav)
 steps啊  (G0012_S0002_0_SPK009-221.599-222.569.wav)
但是 this place  (G0012_S0002_0_SPK009-226.160-227.920.wav)
也非常 kind of  (G0012_S0002_0_SPK009-228.440-230.410.wav)
因为它里面有很多的经典就比如说是  (G0012_S0002_0_SPK009-232.400-235.579.wav)
解放碑啊  (G0012_S0002_0_SPK009-235.940-237.310.wav)
轰压洞啊  (G0012_S0002_0_SPK009-237.620-238.870.wav)
你思吧清伟战呢  (G0012_S0002_0_SPK009-239.390-240.880.wav)
我操那么牛啊 nice  (G0012_S0002_0_SPK009-246.860-249.186.wav)
还有  (G0012_S0002_0_SPK009-251.930-252.700.wav)
还有  (G0012_S0002_0_SPK009-253.760-254.410.wav)
我想去就是我想去  (G0012_S0002_0_SPK009-256.850-259.350.wav)
是青岛最近也比较非常的 hot  (G0012_S0002_0_SPK009-259.670-262.719.wav)
 dear  (G0012_S0002_0_SPK009-270.620-271.450.wav)
对他那会非常好因为现在最近夏天然后他那个  (G0012_S0002_0_SPK009-273.620-277.131.wav)
大孩子咋说  (G0012_S0002_0_SPK009-277.610-278.590.wav)
 c  (G0012_S0002_0_SPK009-281.810-282.670.wav)
 see的壮丽风景然后再去 a some  (G0012_S0002_0_SPK009-284.555-288.190.wav)
一三拍线  (G0012_S0002_0_SPK009-290.030-291.227.wav)
 chiness而且它那边  (G0012_S0002_0_SPK009-292.640-294.100.wav)
有有有有第一飞飞 water日场  (G0012_S0002_0_SPK009-294.710-299.170.wav)
还有基地  (G0012_S0002_0_SPK009-299.420-300.670.wav)
海洋握了  (G0012_S0002_0_SPK009-301.550-302.733.wav)
对 it's very  (G0012_S0002_0_SPK009-310.190-312.905.wav)
好多的  (G0012_S0002_0_SPK009-313.928-314.950.wav)
海洋  (G0012_S0002_0_SPK009-315.530-316.612.wav)
 anymore  (G0012_S0002_0_SPK009-317.480-318.340.wav)
还有就是  (G0012_S0002_0_SPK009-321.980-323.020.wav)
对还有就是西双版呐  (G0012_S0002_0_SPK009-324.170-325.930.wav)
对 this is是 very good它那个面的那个  (G0012_S0002_0_SPK009-332.510-336.588.wav)
那是  (G0012_S0002_0_SPK009-337.550-338.746.wav)
那是  (G0012_S0002_0_SPK009-339.710-340.630.wav)
就夜市  (G0012_S0002_0_SPK009-341.240-342.130.wav)
对然后它里面好多的 eat food very东南亚分清  (G0012_S0002_0_SPK009-342.920-348.273.wav)
对我也觉得  (G0012_S0002_0_SPK009-353.127-353.950.wav)
嗯  (G0012_S0002_0_SPK009-361.970-362.620.wav)
对  (G0012_S0002_0_SPK009-363.797-364.270.wav)
然后还有  (G0012_S0002_0_SPK009-366.740-368.193.wav)
南京  (G0012_S0002_0_SPK009-368.549-369.383.wav)
对然后像是四大古城之外  (G0012_S0002_0_SPK009-374.210-377.669.wav)
 fall down  (G0012_S0002_0_SPK009-380.128-381.580.wav)
五 c体之万  (G0012_S0002_0_SPK009-382.010-383.795.wav)
对  (G0012_S0002_0_SPK009-389.870-390.430.wav)
然后他的那个  (G0012_S0002_0_SPK009-392.780-394.300.wav)
吃的也非常的卖  (G0012_S0002_0_SPK009-395.030-396.940.wav)
还有它那块儿有  (G0012_S0002_0_SPK009-398.180-399.460.wav)
对呀有很多  (G0012_S0002_0_SPK009-402.980-404.104.wav)
对也有很多民国时期的 building  (G0012_S0002_0_SPK009-406.130-408.940.wav)
你去过吗  (G0012_S0002_0_SPK009-416.930-417.760.wav)
哦  (G0012_S0002_0_SPK009-421.250-421.840.wav)
反正我觉得这个民国时期的 building然后  (G0012_S0002_0_SPK009-422.660-426.430.wav)
然后还有  (G0012_S0002_0_SPK009-428.300-429.370.wav)
还有很多景点都是 free的  (G0012_S0002_0_SPK009-430.070-432.070.wav)
对 free就非常 nice  (G0012_S0002_0_SPK009-435.860-437.410.wav)
然后它有什么  (G0012_S0002_0_SPK009-438.350-439.780.wav)
苹果四啊  (G0012_S0002_0_SPK009-440.210-441.730.wav)
先侠死啊虎鸡名术啊  (G0012_S0002_0_SPK009-442.100-445.180.wav)
 history  (G0012_S0002_0_SPK009-452.450-453.353.wav)
中国的 history  (G0012_S0002_0_SPK009-455.480-456.700.wav)
对  (G0012_S0002_0_SPK009-464.450-464.980.wav)
然后还有就是我们大西北  (G0012_S0002_0_SPK009-465.590-468.730.wav)
就比如说是西安  (G0012_S0002_0_SPK009-471.410-473.800.wav)
十三场  (G0012_S0002_0_SPK009-479.210-480.236.wav)
三 thirsty  (G0012_S0002_0_SPK009-481.040-482.470.wav)
 thsday  (G0012_S0002_0_SPK009-483.110-484.180.wav)
十三超孤称  (G0012_S0002_0_SPK009-484.640-486.190.wav)
郭 city  (G0012_S0002_0_SPK009-486.920-487.960.wav)
对  (G0012_S0002_0_SPK009-490.430-490.963.wav)
我想对然后古城它那里面有什么  (G0012_S0002_0_SPK009-492.530-495.102.wav)
中楼啊鼓楼啊兵马俑啊其实兵马俑罪  (G0012_S0002_0_SPK009-495.440-498.880.wav)
有 history  (G0012_S0002_0_SPK009-499.250-500.350.wav)
这秦王留下来了  (G0012_S0002_0_SPK009-502.460-504.040.wav)
对还有还有大雁塔  (G0012_S0002_0_SPK009-508.970-511.382.wav)
对还有  (G0012_S0002_0_SPK009-516.799-517.618.wav)
